trimestre,nomeBandeira,nomeFuncao,modalidade,qtdCartoesEmitidos,qtdCartoesAtivos
20242,MasterCard,Crédito,Puro,7130821,5169399
20244,Bandeira própria,Crédito,Puro,7059222,2632890
20233,VISA,Crédito,Co-branded,257972,216773
20232,VISA,Pré-Pago,Puro,32232158,11664389
20234,Elo,Crédito,Co-branded,125,29
20251,MasterCard,Crédito,Híbrido,596107,397735
20234,MasterCard,Pré-Pago,Puro,11171812,791760
20232,MasterCard,Pré-Pago,Puro,7101585,691199
20251,VISA,Crédito,Co-branded,416679,363647
20234,MasterCard,Débito,Puro,494388,303693
20232,VISA,Crédito,Puro,26335453,11287181
20234,VISA,Crédito,Puro,7183972,4793151
20233,MasterCard,Crédito,Puro,1315939,635473
20251,Hipercard,Crédito,Puro,396,15
20244,VISA,Pré-Pago,Puro,83876762,16691826
20241,Elo,Débito,Híbrido,144033,90123
20233,Bandeira própria,Crédito,Co-branded,6052559,1158212
20233,MasterCard,Pré-Pago,Puro,7178040,3367377
20234,MasterCard,Débito,Co-branded,1285880,120209
20242,Elo,Pré-Pago,Puro,3938650,2794442
20234,VISA,Pré-Pago,Puro,37052681,13412291
20241,MasterCard,Débito,Puro,1961269,443005
20244,MasterCard,Pré-Pago,Puro,64367438,31090715
20244,VISA,Crédito,Puro,8646678,6309881
20243,MasterCard,Pré-Pago,Puro,14129891,856989
20233,MasterCard,Crédito,Co-branded,7312228,1946932
20233,Hipercard,Crédito,Puro,7,1
20234,Elo,Crédito,Puro,185787,120480
20244,MasterCard,Débito,Puro,1732038,327460
20234,MasterCard,Crédito,Híbrido,6395,5216
20251,MasterCard,Débito,Puro,1205972,198821
20233,VISA,Crédito,Puro,6556838,4423256
20234,Bandeira própria,Débito,Puro,20920,11805
20244,VISA,Crédito,Híbrido,632097,360663
20243,MasterCard,Crédito,Puro,82272788,18896587
20232,Outras,Débito,Puro,183169,141078
20234,MasterCard,Débito,Co-branded,21388302,7112478
20241,Elo,Débito,Puro,989310,412491
20251,Elo,Pré-Pago,Puro,251830,200777
20243,MasterCard,Crédito,Co-branded,308460,10128
20242,VISA,Débito,Puro,174781226,42712377
20234,American Express,Crédito,Puro,8,8
20244,Bandeira própria,Pré-Pago,Puro,2212142,2151146
20234,MasterCard,Débito,Puro,1840152,431006
20234,MasterCard,Crédito,Híbrido,11157465,2212838
20232,MasterCard,Pré-Pago,Puro,6535076,3171182
20244,Elo,Crédito,Híbrido,9770,5534
20244,MasterCard,Crédito,Puro,8299752,5992926
20242,VISA,Crédito,Híbrido,7080947,2682131
20242,American Express,Crédito,Puro,315511,195772
20251,MasterCard,Pré-Pago,Puro,4115208,873127
20251,VISA,Débito,Puro,225274279,50328520
20242,VISA,Crédito,Puro,8308992,5399906
20244,VISA,Crédito,Puro,9429213,5938240
20242,MasterCard,Débito,Puro,66231372,42596281
20243,MasterCard,Débito,Co-branded,262096,29895
20243,Hipercard,Crédito,Puro,11,3
20243,VISA,Crédito,Híbrido,24906,9289
20232,MasterCard,Débito,Co-branded,201493,147897
20233,MasterCard,Crédito,Co-branded,376178,284813
20234,Bandeira própria,Crédito,Híbrido,664263,301480
20232,VISA,Débito,Puro,1447231,589905
20251,VISA,Crédito,Puro,10087134,6220591
20251,MasterCard,Crédito,Híbrido,6994472,2372103
20251,Elo,Pré-Pago,Puro,77341,71
20234,MasterCard,Pré-Pago,Puro,2115975,135686
20234,Elo,Crédito,Puro,3368039,2118186
20251,MasterCard,Crédito,Co-branded,249248,9360
20232,MasterCard,Crédito,Co-branded,11744672,2498482
20251,American Express,Pré-Pago,Puro,39,10
20243,Elo,Pré-Pago,Puro,18555762,102515
20232,Elo,Crédito,Co-branded,823,453
20242,VISA,Crédito,Co-branded,496722,447125
20234,VISA,Crédito,Co-branded,12317259,3904610
20251,Elo,Crédito,Puro,27029,15237
20232,MasterCard,Pré-Pago,Puro,2324022,1224273
20241,Elo,Pré-Pago,Co-branded,4721,330
20234,MasterCard,Crédito,Co-branded,1094824,14915
20234,MasterCard,Crédito,Co-branded,7299983,1761849
20243,Outras,Débito,Puro,4127695,1666862
20241,Elo,Crédito,Co-branded,18,1
20233,MasterCard,Débito,Co-branded,385019,263494
20233,Bandeira própria,Crédito,Co-branded,8744956,2049158
20243,VISA,Crédito,Co-branded,18464634,16316708
20233,Elo,Pré-Pago,Puro,5101,0
20241,Elo,Crédito,Puro,540954,335507
20233,Outras,Débito,Puro,176544,135710
20251,VISA,Crédito,Puro,9121671,6553463
20243,VISA,Crédito,Puro,3215232,1783436
20233,Elo,Crédito,Puro,3052109,1956836
20232,VISA,Pré-Pago,Puro,809572,105933
20233,MasterCard,Pré-Pago,Puro,52918514,29521748
20244,MasterCard,Crédito,Puro,8448531,3520960
20242,Elo,Crédito,Puro,261863,223376
20241,Elo,Pré-Pago,Puro,4102524,2233
20233,Elo,Crédito,Co-branded,776764,411128
20241,VISA,Pré-Pago,Puro,1298726,491251
20234,Elo,Crédito,Puro,280797,241542
20233,MasterCard,Crédito,Híbrido,296427,166014
20243,VISA,Débito,Puro,5829503,2968097
20234,MasterCard,Crédito,Co-branded,1076640,770466
20241,Elo,Crédito,Puro,3507806,2123509
20244,VISA,Crédito,Co-branded,454339,398306
20243,VISA,Crédito,Co-branded,13086818,3898570
20241,MasterCard,Crédito,Co-branded,5547008,1562198
20241,Outras,Débito,Puro,357165,33273
20241,MasterCard,Crédito,Puro,1835988,967252
20242,VISA,Pré-Pago,Puro,68105009,14374131
20233,Bandeira própria,Débito,Puro,19146,12556
20243,VISA,Crédito,Co-branded,353,332
20233,VISA,Crédito,Puro,1823434,990497
20243,Bandeira própria,Débito,Puro,22027,9333
20251,VISA,Pré-Pago,Puro,41,25
20232,Bandeira própria,Crédito,Puro,122724,32668
20234,Elo,Crédito,Puro,9185158,3329497
20241,Bandeira própria,Pré-Pago,Puro,744380,744379
20243,MasterCard,Crédito,Co-branded,46315696,24423009
20244,MasterCard,Crédito,Co-branded,1289283,1031820
20232,MasterCard,Crédito,Puro,16628442,11948572
20243,MasterCard,Débito,Puro,915143,447611
20234,VISA,Pré-Pago,Puro,15482331,4045034
20232,Bandeira própria,Crédito,Co-branded,8604617,2174983
20251,American Express,Crédito,Puro,567,334
20251,VISA,Pré-Pago,Puro,24320182,6680001
20251,MasterCard,Débito,Co-branded,411347,108202
20233,VISA,Crédito,Híbrido,7182800,3142685
20232,MasterCard,Débito,Puro,9474034,3352785
20241,MasterCard,Crédito,Híbrido,4382003,1559146
20233,VISA,Crédito,Co-branded,6132639,401023
20243,MasterCard,Crédito,Puro,5714161,635124
20242,VISA,Débito,Híbrido,441373,30517
20233,MasterCard,Crédito,Puro,6172020,2878744
20244,Outras,Débito,Puro,107423,107423
20233,VISA,Débito,Puro,1508436,589645
20233,MasterCard,Crédito,Co-branded,13,5
20243,VISA,Pré-Pago,Puro,10752,330
20251,MasterCard,Débito,Puro,401600,269408
20232,VISA,Crédito,Puro,6090039,4116479
20243,VISA,Crédito,Puro,5328961,1197719
20234,MasterCard,Débito,Puro,1597863,805445
20243,Elo,Débito,Puro,1098446,380847
20241,Bandeira própria,Crédito,Co-branded,6470667,1249165
20233,MasterCard,Débito,Puro,469492,290081
20244,Elo,Débito,Puro,629145,513171
20234,Outras,Débito,Puro,179380,138878
20243,MasterCard,Débito,Puro,39769971,12379747
20243,Elo,Débito,Puro,658048,536200
20241,MasterCard,Pré-Pago,Puro,11168979,689593
20241,VISA,Crédito,Puro,638024,358295
20243,Elo,Pré-Pago,Co-branded,2108524,1501557
20243,MasterCard,Débito,Co-branded,30,2
20242,VISA,Crédito,Híbrido,36397,9769
20233,VISA,Crédito,Híbrido,1184003,673407
20251,MasterCard,Crédito,Híbrido,11450157,1967746
20242,Elo,Crédito,Híbrido,14716,4633
20233,Elo,Crédito,Puro,22346,9267
20232,Elo,Crédito,Puro,3112384,1962787
20251,MasterCard,Crédito,Co-branded,56818093,28653776
20251,VISA,Crédito,Co-branded,13734819,4084371
20244,Elo,Pré-Pago,Puro,6770,0
20233,American Express,Crédito,Puro,65771,47465
20232,MasterCard,Débito,Puro,64457787,39446031
20233,MasterCard,Pré-Pago,Puro,11129771,723609
20251,MasterCard,Pré-Pago,Puro,2291447,119107
20244,MasterCard,Débito,Puro,72230621,41970005
20241,American Express,Crédito,Puro,59469,41925
20234,Bandeira própria,Crédito,Co-branded,8935036,1919541
20244,VISA,Crédito,Puro,35369555,14042267
20234,MasterCard,Crédito,Híbrido,45016,26738
20251,VISA,Crédito,Híbrido,673079,386043
20251,MasterCard,Pré-Pago,Puro,66352584,31086176
20241,MasterCard,Crédito,Co-branded,308356,7701
20234,MasterCard,Débito,Co-branded,43,8
20241,VISA,Pré-Pago,Puro,38737541,14646677
20234,Elo,Crédito,Puro,21534,8793
20232,Elo,Crédito,Puro,22925,9621
20233,VISA,Crédito,Puro,8934684,7143538
20232,MasterCard,Crédito,Puro,83599308,48333014
20242,VISA,Crédito,Puro,31516726,12634933
20232,American Express,Crédito,Co-branded,16066,14109
20232,Elo,Pré-Pago,Puro,13553667,212438
20242,VISA,Crédito,Puro,8641378,6320263
20243,MasterCard,Crédito,Co-branded,519469,405473
20244,VISA,Crédito,Puro,3345522,1837766
20242,VISA,Crédito,Puro,658358,365254
20233,Elo,Crédito,Co-branded,862757,268953
20244,MasterCard,Pré-Pago,Puro,3302363,655561
20233,MasterCard,Crédito,Híbrido,40209,25026
20244,VISA,Crédito,Co-branded,6281337,399480
20232,VISA,Crédito,Híbrido,376556,210817
20241,MasterCard,Crédito,Puro,6876312,2207788
20243,MasterCard,Crédito,Co-branded,5550842,1449346
20244,VISA,Crédito,Puro,10206758,7378427
20232,VISA,Crédito,Co-branded,625,530
20242,Elo,Pré-Pago,Co-branded,2078,312
20234,MasterCard,Crédito,Puro,87682277,48399160
20251,MasterCard,Débito,Co-branded,1273279,64985
20232,VISA,Crédito,Puro,11770068,7461574
20233,MasterCard,Crédito,Híbrido,18764749,8441488
20242,VISA,Débito,Puro,1981457,728906
20234,MasterCard,Crédito,Puro,71889409,19044593
20241,Elo,Crédito,Puro,184620,96660
20234,MasterCard,Crédito,Co-branded,411767,304893
20251,VISA,Crédito,Híbrido,22089,8501
20233,VISA,Débito,Puro,2600,422
20243,MasterCard,Crédito,Híbrido,5829416,2108953
20234,American Express,Crédito,Puro,39126,30585
20233,MasterCard,Crédito,Co-branded,11891812,186727
20244,Elo,Crédito,Puro,25910,13879
20233,Elo,Pré-Pago,Puro,14779538,180469
20251,MasterCard,Débito,Co-branded,175070,42503
20232,VISA,Crédito,Puro,23097134,12740221
20251,MasterCard,Crédito,Puro,23284907,15779927
20232,MasterCard,Pré-Pago,Puro,11188656,789409
20244,VISA,Pré-Pago,Puro,121,3
20234,MasterCard,Crédito,Puro,7227888,2510847
20242,Elo,Crédito,Puro,270120,248100
20234,VISA,Crédito,Híbrido,1244067,711755
20232,MasterCard,Pré-Pago,Puro,2993156,760891
20232,MasterCard,Crédito,Co-branded,965999,711190
20244,Outras,Crédito,Puro,966527,430452
20241,VISA,Débito,Puro,2909,396
20251,MasterCard,Pré-Pago,Puro,4518025,1013899
20241,VISA,Crédito,Puro,9378110,7153916
20243,VISA,Pré-Pago,Puro,3833787,40
20232,MasterCard,Débito,Puro,1724889,421966
20233,VISA,Crédito,Co-branded,11876073,3863622
20241,Elo,Débito,Puro,685207,571040
20241,VISA,Débito,Híbrido,440900,34174
20242,American Express,Crédito,Puro,58914,42201
20244,Elo,Pré-Pago,Puro,452285,440347
20251,VISA,Crédito,Puro,35766395,14076338
20242,MasterCard,Débito,Co-branded,30,5
20251,MasterCard,Crédito,Puro,86361502,18502481
20251,VISA,Débito,Híbrido,84283,80669
20251,Elo,Pré-Pago,Puro,1953834,1446336
20234,MasterCard,Pré-Pago,Puro,55774447,30670981
20233,MasterCard,Pré-Pago,Puro,6752550,671984
20244,MasterCard,Débito,Puro,410752,271763
20232,MasterCard,Pré-Pago,Puro,2272285,218323
20234,VISA,Débito,Puro,14298337,7976957
20241,VISA,Crédito,Híbrido,7059743,2831634
20233,Outras,Crédito,Puro,95245,79988
20233,American Express,Crédito,Co-branded,30792,26383
20244,American Express,Crédito,Puro,57735,43088
20234,MasterCard,Débito,Puro,39474953,12779674
20233,MasterCard,Crédito,Híbrido,10291886,1998837
20243,MasterCard,Pré-Pago,Puro,2194556,84360
20241,VISA,Débito,Puro,14026453,7650212
20233,Elo,Débito,Puro,989166,394867
20233,VISA,Crédito,Puro,2896779,1725578
20234,VISA,Crédito,Puro,1964688,1018641
20243,MasterCard,Crédito,Híbrido,42940,21665
20241,VISA,Crédito,Híbrido,541138,320405
20242,MasterCard,Crédito,Híbrido,11311387,2449566
20243,Outras,Débito,Puro,707,431
20233,MasterCard,Pré-Pago,Puro,2791853,1285594
20234,Elo,Débito,Puro,208475054,41234301
20241,MasterCard,Crédito,Puro,20232746,14250415
20232,Bandeira própria,Crédito,Híbrido,663972,309855
20233,VISA,Crédito,Co-branded,578,494
20241,MasterCard,Crédito,Co-branded,40187003,17933115
20243,VISA,Pré-Pago,Puro,1495852,172352
20251,MasterCard,Débito,Puro,77919727,42558300
20243,VISA,Débito,Puro,13801946,7536410
20234,VISA,Pré-Pago,Puro,1007396,315415
20242,Hipercard,Crédito,Puro,398,15
20251,Elo,Pré-Pago,Puro,6770,0
20243,MasterCard,Débito,Co-branded,28372434,7600198
20234,VISA,Débito,Puro,10324423,5291865
20232,VISA,Débito,Híbrido,7,5
20241,Elo,Pré-Pago,Puro,41983922,2782256
20251,MasterCard,Débito,Puro,1050595,372791
20233,MasterCard,Crédito,Puro,7603423,2659289
20243,Elo,Crédito,Co-branded,1256911,576024
20243,Outras,Crédito,Puro,1049958,236893
20241,VISA,Crédito,Híbrido,24596,19702
20242,VISA,Crédito,Co-branded,12822680,3937793
20242,VISA,Débito,Puro,10410868,5087609
20232,American Express,Crédito,Puro,27197,19292
20251,VISA,Crédito,Co-branded,425431,389941
20251,VISA,Débito,Puro,1468947,882599
20242,Bandeira própria,Crédito,Híbrido,663861,295470
20233,MasterCard,Débito,Puro,252,126
20241,VISA,Crédito,Puro,2203028,1002354
20242,MasterCard,Débito,Puro,547983,330578
20243,American Express,Crédito,Co-branded,16132,13153
20233,Elo,Pré-Pago,Co-branded,1498837,1169146
20242,Elo,Crédito,Puro,9750700,3373192
20242,VISA,Pré-Pago,Puro,8563,231
20242,VISA,Crédito,Híbrido,28540,23071
20241,Elo,Débito,Puro,207464482,38589347
20244,Elo,Pré-Pago,Co-branded,2320243,1633220
20241,American Express,Crédito,Co-branded,33530,26770
20233,MasterCard,Crédito,Híbrido,5220,3279
20243,MasterCard,Crédito,Co-branded,11,1
20232,VISA,Crédito,Híbrido,41079,12653
20234,MasterCard,Débito,Puro,63208977,40922006
20243,MasterCard,Crédito,Co-branded,1095377,15092
20244,MasterCard,Crédito,Puro,97579022,45941743
20251,VISA,Pré-Pago,Puro,17655786,3307365
20232,MasterCard,Crédito,Co-branded,320023,51062
20251,MasterCard,Crédito,Híbrido,68495,50330
20243,VISA,Pré-Pago,Puro,1682123,559847
20234,VISA,Crédito,Puro,620387,357165
20232,Elo,Crédito,Puro,3916385,2237387
20243,VISA,Débito,Puro,2230894,794448
20243,Elo,Crédito,Co-branded,844035,150276
20234,VISA,Débito,Puro,156658460,39773134
20233,Bandeira própria,Pré-Pago,Puro,726488,726487
20241,VISA,Débito,Puro,1822473,671176
20233,Elo,Crédito,Puro,3563135,2262282
20232,MasterCard,Crédito,Puro,5741554,2726933
20242,Elo,Pré-Pago,Puro,3692755,1320
20234,VISA,Débito,Co-branded,27769,22439
20251,VISA,Débito,Co-branded,260842,234758
20241,Bandeira própria,Crédito,Híbrido,664339,298065
20232,American Express,Crédito,Puro,359376,276781
20251,Elo,Pré-Pago,Co-branded,2876,455
20242,MasterCard,Crédito,Híbrido,12795,10206
20244,MasterCard,Crédito,Co-branded,1095481,15137
20232,Hipercard,Crédito,Puro,7,1
20251,MasterCard,Débito,Puro,73432487,11131606
20233,Elo,Débito,Híbrido,108670,82821
20242,VISA,Pré-Pago,Co-branded,2763,28
20243,VISA,Crédito,Híbrido,36096,29433
20234,Elo,Débito,Puro,693487,576093
20244,Elo,Pré-Pago,Co-branded,2655,402
20241,American Express,Crédito,Puro,1,1
20244,Elo,Crédito,Puro,143556,128069
20251,Elo,Pré-Pago,Co-branded,3154344,1815971
20244,MasterCard,Crédito,Híbrido,4835764,4126303
20243,Elo,Crédito,Híbrido,9762,5516
20242,VISA,Débito,Puro,1948655,1132993
20234,MasterCard,Pré-Pago,Puro,3431236,855386
20241,VISA,Crédito,Co-branded,523822,478581
20232,VISA,Pré-Pago,Puro,14399570,3761927
20233,MasterCard,Débito,Puro,40889426,13273240
20232,Elo,Pré-Pago,Puro,4453,0
20244,Outras,Crédito,Puro,1031630,229115
20244,MasterCard,Débito,Puro,783350,185504
20251,Elo,Crédito,Puro,2537231,1756480
20243,American Express,Crédito,Puro,165,165
20242,MasterCard,Débito,Co-branded,27204784,7510652
20243,MasterCard,Crédito,Co-branded,1225524,954697
20244,VISA,Débito,Híbrido,101564,51359
20232,Elo,Crédito,Puro,8354297,2655616
20242,MasterCard,Pré-Pago,Puro,2162916,375765
20241,VISA,Débito,Co-branded,261849,261849
20241,MasterCard,Pré-Pago,Puro,3703782,2320596
20242,American Express,Crédito,Co-branded,33283,25617
20234,Elo,Crédito,Puro,232976,213394
20233,American Express,Crédito,Puro,12,12
20243,VISA,Débito,Puro,10331983,5030414
20234,MasterCard,Crédito,Híbrido,4685969,4250770
20232,VISA,Crédito,Co-branded,11606299,4010092
20242,MasterCard,Crédito,Híbrido,481775,338178
20242,Hipercard,Crédito,Puro,11,3
20241,Outras,Débito,Co-branded,31745,47
20234,MasterCard,Débito,Puro,668638,230871
20244,MasterCard,Débito,Co-branded,1278246,41952
20243,VISA,Crédito,Co-branded,6256396,402779
20242,MasterCard,Crédito,Puro,7395531,3238644
20241,VISA,Crédito,Co-branded,6195101,401849
20244,VISA,Pré-Pago,Puro,12926,463
20251,VISA,Crédito,Híbrido,6510747,1634635
20251,Elo,Pré-Pago,Puro,515248,14192
20251,VISA,Pré-Pago,Puro,90240629,17568747
20244,American Express,Crédito,Puro,33287,25180
20242,MasterCard,Crédito,Co-branded,308367,7938
20242,Elo,Débito,Puro,667957,555503
20251,VISA,Pré-Pago,Puro,1572029,168951
20233,Hipercard,Crédito,Puro,1127183,1054576
20242,Bandeira própria,Crédito,Puro,6443239,2062675
20243,VISA,Crédito,Híbrido,590619,341605
20242,MasterCard,Crédito,Co-branded,41257237,21593880
20244,VISA,Crédito,Puro,7712645,2251779
20242,Elo,Crédito,Co-branded,1144484,540729
20242,MasterCard,Crédito,Híbrido,4715046,4214210
20241,VISA,Crédito,Co-branded,322608,297055
20242,MasterCard,Débito,Puro,708942,182247
20232,MasterCard,Crédito,Híbrido,10165400,2021183
20244,Elo,Crédito,Puro,4128964,2433502
20234,MasterCard,Crédito,Co-branded,36419916,16081813
20233,VISA,Pré-Pago,Puro,22062100,4293575
20241,VISA,Débito,Puro,1994709,1161853
20233,VISA,Crédito,Puro,29706245,12131180
20244,American Express,Crédito,Puro,32917,22794
20232,Hipercard,Crédito,Puro,1243340,1164504
20251,VISA,Débito,Híbrido,441424,17793
20244,Elo,Crédito,Puro,2624591,1817275
20251,MasterCard,Crédito,Co-branded,5616854,1421675
20233,Elo,Crédito,Puro,170595,116852
20242,Elo,Crédito,Co-branded,847854,171231
20234,VISA,Crédito,Puro,9237662,7163137
20251,VISA,Crédito,Híbrido,1409415,758134
20244,Elo,Pré-Pago,Puro,762217,125947
20241,American Express,Crédito,Co-branded,18037,15452
20243,Bandeira própria,Crédito,Puro,145561,30537
20243,VISA,Débito,Puro,1179474,693473
20242,VISA,Crédito,Puro,23274252,12651092
20241,MasterCard,Pré-Pago,Puro,8806445,4058554
20234,MasterCard,Pré-Pago,Puro,8078677,3805873
20232,MasterCard,Crédito,Híbrido,40020,29031
20232,VISA,Débito,Puro,11760649,6130344
20244,MasterCard,Crédito,Co-branded,51025959,26291963
20234,Elo,Pré-Pago,Puro,16025929,197841
20244,VISA,Pré-Pago,Puro,17611496,3641842
20241,Hipercard,Crédito,Puro,11,3
20232,American Express,Crédito,Puro,41621,33638
20241,MasterCard,Pré-Pago,Puro,347535,143520
20233,MasterCard,Crédito,Híbrido,4668292,4185939
20244,MasterCard,Crédito,Puro,85148832,18770850
20232,Elo,Pré-Pago,Puro,39896546,4690925
20251,MasterCard,Crédito,Puro,1123615,968830
20242,Outras,Débito,Puro,358649,46216
20241,Elo,Crédito,Puro,251548,181777
20251,MasterCard,Crédito,Puro,8985147,6429072
20244,MasterCard,Pré-Pago,Puro,13975279,157477
20243,VISA,Pré-Pago,Co-branded,15029,118
20243,VISA,Débito,Puro,184445478,45464319
20233,MasterCard,Crédito,Puro,258312,136559
20241,MasterCard,Crédito,Puro,89063389,47011287
20232,American Express,Crédito,Co-branded,27982,23922
20243,MasterCard,Pré-Pago,Puro,9980660,4459153
20244,Elo,Crédito,Puro,9400942,3593808
20232,Outras,Débito,Puro,3281400,1591669
20241,VISA,Crédito,Co-branded,12557528,3820781
20244,MasterCard,Débito,Puro,939375,377449
20242,Elo,Débito,Puro,203348580,36332069
20234,VISA,Débito,Puro,1673107,634776
20233,MasterCard,Crédito,Co-branded,1006434,724127
20234,VISA,Crédito,Puro,8797911,6423317
20243,VISA,Débito,Híbrido,441416,26076
20241,American Express,Crédito,Puro,516950,409673
20244,American Express,Crédito,Puro,302172,225117
20242,MasterCard,Crédito,Co-branded,470241,369048
20233,MasterCard,Crédito,Co-branded,30732605,13732108
20244,Hipercard,Crédito,Puro,397,15
20251,Elo,Crédito,Puro,343243,314121
20241,MasterCard,Crédito,Puro,7020535,3134297
20232,American Express,Crédito,Puro,5,5
20243,VISA,Crédito,Co-branded,472473,418895
20234,Hipercard,Crédito,Puro,399,16
20232,MasterCard,Débito,Co-branded,95752,70614
20241,VISA,Débito,Híbrido,81290,39951
20243,Elo,Pré-Pago,Puro,6770,0
20242,American Express,Crédito,Puro,29398,20109
20244,MasterCard,Crédito,Híbrido,560999,381054
20251,Elo,Débito,Puro,613577,512374
20244,VISA,Débito,Co-branded,224762,202286
20241,VISA,Crédito,Puro,22676154,12128360
20234,MasterCard,Débito,Puro,847603,462387
20232,MasterCard,Débito,Co-branded,116,56
20241,Elo,Crédito,Puro,269300,231426
20242,Outras,Débito,Puro,707,281
20242,Bandeira própria,Crédito,Co-branded,6729631,1302874
20243,Elo,Crédito,Puro,456569,313150
20242,VISA,Débito,Híbrido,91889,91668
20234,VISA,Crédito,Co-branded,294400,261529
20251,VISA,Pré-Pago,Co-branded,44230,508
