trimestre,nomeBandeira,nomeFuncao,modalidade,qtdCartoesEmitidos,qtdCartoesAtivos
20251,MasterCard,Crédito,Híbrido,596107,397735
20251,VISA,Crédito,Co-branded,416679,363647
20251,Elo,Crédito,Co-branded,838051,102453
20251,MasterCard,Crédito,Híbrido,23875909,7521184
20251,Elo,Crédito,Puro,4341663,2683083
20251,VISA,Crédito,Co-branded,425431,389941
20251,Hipercard,Crédito,Puro,396,15
20244,VISA,Pré-Pago,Puro,83876762,16691826
20251,Elo,Débito,Puro,175554057,26029694
20244,MasterCard,Pré-Pago,Puro,648224,250026
20243,American Express,Crédito,Co-branded,16132,13153
20243,VISA,Crédito,Puro,22882973,12303631
20244,MasterCard,Pré-Pago,Puro,64367438,31090715
20244,VISA,Crédito,Puro,8646678,6309881
20243,MasterCard,Pré-Pago,Puro,14129891,856989
20244,Elo,Pré-Pago,Co-branded,2320243,1633220
20251,VISA,Débito,Co-branded,704316,32180
20243,MasterCard,Crédito,Híbrido,21779528,7390968
20244,MasterCard,Débito,Puro,1732038,327460
20244,VISA,Pré-Pago,Puro,1543262,170751
20251,MasterCard,Débito,Puro,1205972,198821
20243,MasterCard,Crédito,Co-branded,1095377,15092
20244,VISA,Crédito,Híbrido,632097,360663
20243,MasterCard,Crédito,Puro,82272788,18896587
20251,VISA,Pré-Pago,Puro,17655786,3307365
20251,VISA,Pré-Pago,Puro,14915,0
20251,MasterCard,Crédito,Híbrido,68495,50330
20251,Elo,Pré-Pago,Puro,251830,200777
20243,MasterCard,Crédito,Co-branded,308460,10128
20244,Bandeira própria,Pré-Pago,Puro,2212142,2151146
20243,Elo,Crédito,Co-branded,844035,150276
20244,MasterCard,Crédito,Híbrido,22843915,7479390
20244,Elo,Crédito,Híbrido,9770,5534
20244,MasterCard,Crédito,Puro,8299752,5992926
20251,MasterCard,Pré-Pago,Puro,4115208,873127
20251,VISA,Débito,Puro,225274279,50328520
20244,VISA,Crédito,Puro,9429213,5938240
20243,MasterCard,Débito,Co-branded,262096,29895
20243,Hipercard,Crédito,Puro,11,3
20243,VISA,Crédito,Híbrido,24906,9289
20244,MasterCard,Crédito,Co-branded,1095481,15137
20251,MasterCard,Débito,Puro,73432487,11131606
20251,VISA,Crédito,Puro,10087134,6220591
20251,MasterCard,Crédito,Híbrido,6994472,2372103
20251,Elo,Pré-Pago,Puro,77341,71
20243,VISA,Crédito,Híbrido,36096,29433
20251,Outras,Débito,Puro,4113072,1667785
20251,MasterCard,Crédito,Co-branded,249248,9360
20243,Elo,Crédito,Puro,9194063,3229316
20251,American Express,Pré-Pago,Puro,39,10
20243,Elo,Pré-Pago,Puro,18555762,102515
20244,MasterCard,Crédito,Híbrido,4835764,4126303
20243,Elo,Crédito,Híbrido,9762,5516
20251,Elo,Crédito,Puro,27029,15237
20243,MasterCard,Débito,Puro,2107753,457575
20251,VISA,Débito,Puro,6821894,3064798
20243,Outras,Débito,Puro,4127695,1666862
20244,MasterCard,Débito,Puro,783350,185504
20251,Elo,Crédito,Puro,2537231,1756480
20243,American Express,Crédito,Puro,165,165
20243,VISA,Crédito,Co-branded,18464634,16316708
20243,MasterCard,Crédito,Co-branded,1225524,954697
20244,VISA,Débito,Híbrido,101564,51359
20244,Hipercard,Crédito,Puro,278021,259516
20251,VISA,Crédito,Puro,9121671,6553463
20243,VISA,Crédito,Puro,3215232,1783436
20243,MasterCard,Débito,Puro,578063,348752
20244,MasterCard,Crédito,Puro,8448531,3520960
20243,VISA,Débito,Puro,10331983,5030414
20244,Elo,Crédito,Puro,252863,211879
20243,VISA,Débito,Puro,5829503,2968097
20243,MasterCard,Crédito,Puro,5922185,1765684
20244,VISA,Crédito,Co-branded,454339,398306
20243,VISA,Crédito,Co-branded,13086818,3898570
20244,VISA,Pré-Pago,Puro,12926,463
20251,VISA,Crédito,Híbrido,6510747,1634635
20243,VISA,Crédito,Co-branded,353,332
20251,VISA,Pré-Pago,Puro,90240629,17568747
20243,Bandeira própria,Débito,Puro,22027,9333
20251,VISA,Pré-Pago,Puro,41,25
20251,VISA,Pré-Pago,Puro,1572029,168951
20244,MasterCard,Pré-Pago,Puro,2225551,124277
20243,MasterCard,Crédito,Co-branded,46315696,24423009
20244,MasterCard,Crédito,Co-branded,1289283,1031820
20243,MasterCard,Débito,Puro,915143,447611
20244,VISA,Crédito,Puro,7712645,2251779
20244,MasterCard,Débito,Puro,33182826,10877948
20251,American Express,Crédito,Puro,567,334
20251,VISA,Pré-Pago,Puro,24320182,6680001
20251,MasterCard,Débito,Co-branded,411347,108202
20243,American Express,Crédito,Puro,495769,389063
20244,Elo,Crédito,Puro,4128964,2433502
20243,MasterCard,Crédito,Puro,5714161,635124
20244,VISA,Débito,Puro,6125555,3015183
20244,Outras,Débito,Puro,107423,107423
20251,VISA,Débito,Híbrido,441424,17793
20243,VISA,Pré-Pago,Puro,10752,330
20251,MasterCard,Débito,Puro,401600,269408
20243,VISA,Crédito,Puro,5328961,1197719
20251,VISA,Crédito,Co-branded,227,111
20243,Elo,Débito,Puro,1098446,380847
20244,Elo,Pré-Pago,Puro,762217,125947
20251,Elo,Crédito,Co-branded,1466990,628701
20244,Elo,Débito,Puro,629145,513171
20243,MasterCard,Débito,Puro,39769971,12379747
20243,Elo,Débito,Puro,658048,536200
20244,VISA,Crédito,Híbrido,9160524,3405867
20244,American Express,Crédito,Puro,496251,404409
20243,Elo,Pré-Pago,Co-branded,2108524,1501557
20243,MasterCard,Débito,Co-branded,30,2
20251,MasterCard,Crédito,Puro,99632486,46150478
20251,MasterCard,Crédito,Híbrido,11450157,1967746
20251,American Express,Crédito,Puro,57624,43760
20244,VISA,Pré-Pago,Puro,17611496,3641842
20251,MasterCard,Crédito,Co-branded,56818093,28653776
20251,VISA,Crédito,Co-branded,13734819,4084371
20244,Elo,Pré-Pago,Puro,6770,0
20244,MasterCard,Crédito,Puro,85148832,18770850
20251,MasterCard,Crédito,Puro,1123615,968830
20251,MasterCard,Pré-Pago,Puro,2291447,119107
20244,MasterCard,Débito,Puro,72230621,41970005
20251,MasterCard,Crédito,Puro,8985147,6429072
20244,MasterCard,Pré-Pago,Puro,13975279,157477
20244,VISA,Crédito,Puro,35369555,14042267
20243,VISA,Débito,Puro,184445478,45464319
20251,VISA,Crédito,Híbrido,673079,386043
20251,MasterCard,Pré-Pago,Puro,66352584,31086176
20243,VISA,Crédito,Híbrido,9298072,3563168
20243,MasterCard,Pré-Pago,Puro,9980660,4459153
20244,Elo,Crédito,Puro,9400942,3593808
20251,MasterCard,Crédito,Co-branded,744677,588848
20244,MasterCard,Débito,Puro,939375,377449
20251,MasterCard,Pré-Pago,Puro,3374057,150220
20244,VISA,Crédito,Puro,3345522,1837766
20243,VISA,Pré-Pago,Puro,26555713,7421135
20244,American Express,Crédito,Puro,302172,225117
20244,VISA,Crédito,Co-branded,6281337,399480
20243,MasterCard,Crédito,Híbrido,11431082,2398075
20244,Hipercard,Crédito,Puro,397,15
20251,Elo,Crédito,Puro,343243,314121
20251,American Express,Crédito,Co-branded,16512,11471
20243,VISA,Crédito,Co-branded,472473,418895
20251,VISA,Crédito,Híbrido,22089,8501
20243,Elo,Pré-Pago,Puro,6770,0
20251,VISA,Crédito,Puro,3958674,2202820
20244,MasterCard,Crédito,Híbrido,560999,381054
20251,Elo,Débito,Puro,613577,512374
20244,VISA,Débito,Co-branded,224762,202286
20251,MasterCard,Débito,Co-branded,175070,42503
20244,Outras,Crédito,Puro,966527,430452
20251,MasterCard,Crédito,Puro,6184338,1838284
20243,VISA,Pré-Pago,Puro,3833787,40
20243,American Express,Crédito,Co-branded,34623,27341
20251,VISA,Crédito,Híbrido,4991621,172758
20251,MasterCard,Débito,Puro,2149650,346733
20243,Bandeira própria,Crédito,Puro,6730265,2554129
20251,Elo,Pré-Pago,Puro,1953834,1446336
20251,Bandeira própria,Crédito,Puro,150141,31512
20244,MasterCard,Débito,Puro,410752,271763
20244,MasterCard,Crédito,Híbrido,11585485,2322307
20251,VISA,Débito,Puro,14854954,7463320
20243,MasterCard,Pré-Pago,Puro,2194556,84360
20251,VISA,Crédito,Co-branded,21898838,19697831
20243,VISA,Crédito,Puro,9806956,7274071
20243,Hipercard,Crédito,Puro,396,15
20243,Elo,Crédito,Puro,281164,210177
20251,Elo,Pré-Pago,Puro,6770,0
20243,VISA,Débito,Co-branded,621045,33316
20243,Outras,Crédito,Puro,1049958,236893
20244,Elo,Crédito,Puro,310153,294445
20244,Elo,Débito,Híbrido,193313,109267
20251,VISA,Débito,Puro,1468947,882599
20244,VISA,Crédito,Híbrido,6712824,2064111
20243,MasterCard,Débito,Co-branded,1290252,87782
20244,VISA,Crédito,Co-branded,405291,366901
20243,American Express,Crédito,Puro,34407,24692
20251,Elo,Pré-Pago,Puro,19516421,137846
20251,VISA,Crédito,Co-branded,6309725,395721
20243,VISA,Crédito,Puro,8643479,6273035
20243,MasterCard,Crédito,Co-branded,11,1
20244,VISA,Crédito,Híbrido,22748,8919
20243,American Express,Crédito,Puro,306497,219846
20244,MasterCard,Crédito,Puro,97579022,45941743
20243,Elo,Crédito,Puro,39028,11365
20243,VISA,Pré-Pago,Puro,1682123,559847
20243,VISA,Débito,Puro,2230894,794448
20243,MasterCard,Pré-Pago,Puro,62547790,30857753
20243,Elo,Crédito,Puro,3940827,2295667
20251,VISA,Débito,Co-branded,260842,234758
20243,VISA,Crédito,Puro,677068,371731
20251,Elo,Pré-Pago,Co-branded,2876,455
20243,American Express,Crédito,Puro,31409,21245
20251,VISA,Débito,Puro,11116709,4896035
20244,MasterCard,Crédito,Co-branded,249004,10711
20244,Elo,Pré-Pago,Co-branded,2655,402
20243,MasterCard,Pré-Pago,Puro,2489144,486343
20244,Elo,Crédito,Puro,143556,128069
20251,Elo,Pré-Pago,Co-branded,3154344,1815971
20243,MasterCard,Crédito,Puro,3048550,969545
20244,VISA,Crédito,Puro,686763,374386
20251,Hipercard,Crédito,Puro,29432,10788
20244,Outras,Crédito,Puro,1031630,229115
20251,VISA,Crédito,Puro,683712,371268
20244,MasterCard,Crédito,Puro,1232511,1084742
20244,MasterCard,Crédito,Co-branded,11879598,193937
20243,MasterCard,Pré-Pago,Puro,4022253,940899
20243,Bandeira própria,Pré-Pago,Puro,1079074,1031284
20244,VISA,Débito,Puro,186843491,47613952
20244,Bandeira própria,Crédito,Híbrido,663305,287250
20244,MasterCard,Débito,Co-branded,1278246,41952
20243,VISA,Crédito,Co-branded,6256396,402779
20244,VISA,Débito,Puro,1376489,815380
20251,Elo,Pré-Pago,Puro,515248,14192
20244,Elo,Crédito,Puro,419012,316762
20244,American Express,Crédito,Puro,33287,25180
20243,Elo,Crédito,Puro,2628785,1745531
20251,Outras,Crédito,Puro,988982,399300
20251,American Express,Crédito,Co-branded,38172,30173
20243,VISA,Crédito,Híbrido,590619,341605
20243,Elo,Pré-Pago,Co-branded,2280,308
20244,VISA,Pré-Pago,Puro,8,1
20244,Elo,Pré-Pago,Puro,231121,184153
20244,VISA,Pré-Pago,Puro,25649338,7087037
20244,American Express,Crédito,Puro,32917,22794
20244,Elo,Crédito,Puro,2624591,1817275
20251,MasterCard,Crédito,Co-branded,5616854,1421675
20251,VISA,Crédito,Híbrido,1409415,758134
20243,Bandeira própria,Crédito,Puro,145561,30537
20243,VISA,Débito,Puro,1179474,693473
20243,VISA,Crédito,Puro,33012657,12081556
20244,MasterCard,Crédito,Co-branded,51025959,26291963
20251,MasterCard,Débito,Puro,794362,299280
20244,MasterCard,Crédito,Puro,6114726,1809975
20251,VISA,Crédito,Puro,8400406,6304317
20243,Elo,Débito,Híbrido,172826,108753
20244,Bandeira própria,Crédito,Puro,146980,31953
20244,MasterCard,Débito,Co-branded,29760788,5024634
20243,VISA,Pré-Pago,Co-branded,15029,118
20244,MasterCard,Crédito,Co-branded,600792,463140
20243,VISA,Crédito,Puro,8875134,5632995
20243,MasterCard,Débito,Puro,432810,290127
20244,Elo,Pré-Pago,Puro,1883666,1316223
20243,Outras,Débito,Puro,363697,45148
20244,VISA,Crédito,Co-branded,258,125
20243,VISA,Débito,Híbrido,441416,26076
20243,Elo,Pré-Pago,Puro,210041,162586
20244,MasterCard,Pré-Pago,Puro,4046856,1763097
20251,MasterCard,Crédito,Co-branded,1095905,15265
20243,VISA,Débito,Híbrido,101563,51352
20243,MasterCard,Débito,Puro,741164,183730
20244,MasterCard,Débito,Puro,616244,300676
20244,American Express,Crédito,Co-branded,15452,12165
20243,VISA,Crédito,Híbrido,7090896,2526257
20244,MasterCard,Pré-Pago,Puro,10358699,4580900
20251,VISA,Pré-Pago,Puro,2679715,751208
20243,VISA,Débito,Co-branded,308075,277268
20244,MasterCard,Crédito,Co-branded,15,4
20243,Elo,Débito,Puro,200340647,32373780
20244,MasterCard,Crédito,Híbrido,6415139,2359175
20251,American Express,Crédito,Puro,33303,23931
20251,MasterCard,Crédito,Co-branded,1525690,1246544
20244,VISA,Crédito,Híbrido,47265,39257
20244,VISA,Débito,Híbrido,441423,21662
20243,MasterCard,Débito,Puro,67781162,43498183
20251,VISA,Crédito,Híbrido,81188,62107
20251,American Express,Crédito,Puro,32605,24741
20243,MasterCard,Pré-Pago,Puro,4021576,1958250
20251,MasterCard,Pré-Pago,Puro,4067021,1466760
20251,Bandeira própria,Pré-Pago,Puro,2175520,2083641
20243,MasterCard,Crédito,Puro,21964463,15202239
20244,Bandeira própria,Crédito,Co-branded,9345211,1586368
20244,MasterCard,Crédito,Puro,2944983,916825
20251,VISA,Crédito,Puro,24263875,13341754
20244,VISA,Crédito,Puro,23657048,13087160
20251,MasterCard,Crédito,Híbrido,41919,20173
20244,VISA,Pré-Pago,Puro,2047870,588251
20243,Elo,Pré-Pago,Puro,39347493,215959
20244,VISA,Crédito,Co-branded,13448217,3875502
20243,American Express,Crédito,Puro,58085,42355
20243,VISA,Crédito,Híbrido,1320692,727814
20243,VISA,Pré-Pago,Puro,17206962,3858818
20244,VISA,Pré-Pago,Co-branded,31447,299
20243,Outras,Débito,Co-branded,31745,364
20243,MasterCard,Crédito,Puro,7744803,5596573
20243,Elo,Pré-Pago,Puro,2740171,2557481
20251,Bandeira própria,Crédito,Puro,7224372,2680197
20244,VISA,Débito,Co-branded,672621,33665
20251,Elo,Crédito,Híbrido,9988,6129
20251,Bandeira própria,Crédito,Co-branded,9568761,1640276
20244,Bandeira própria,Crédito,Co-branded,7421638,1477059
20251,Elo,Crédito,Puro,9602654,3699741
20251,Elo,Crédito,Puro,384722,302383
20244,Outras,Débito,Co-branded,1292,1292
20243,MasterCard,Crédito,Co-branded,11881338,210077
20244,Elo,Crédito,Co-branded,1355792,603805
20244,Elo,Débito,Puro,1062155,352712
20243,VISA,Pré-Pago,Puro,75182514,15427560
20251,MasterCard,Crédito,Híbrido,4876668,4079376
20243,Elo,Crédito,Puro,137939,99959
20243,Elo,Crédito,Puro,256085,216436
20244,VISA,Débito,Puro,10258141,4879883
20243,Bandeira própria,Crédito,Co-branded,7079449,1380694
20251,Bandeira própria,Crédito,Híbrido,661818,283607
20251,Elo,Crédito,Puro,150231,132507
20251,VISA,Crédito,Puro,7973802,2444860
20243,MasterCard,Crédito,Puro,91851842,45394495
20251,Outras,Débito,Puro,107203,97416
20251,Outras,Crédito,Puro,1058751,230786
