trimestre,nomeBandeira,nomeFuncao,modalidade,qtdCartoesEmitidos,qtdCartoesAtivos
20251,MasterCard,Crédito,Híbrido,68495,50330
20251,Elo,Pré-Pago,Puro,251830,200777
20251,MasterCard,Pré-Pago,Puro,4115208,873127
20251,VISA,Débito,Puro,225274279,50328520
20251,VISA,Débito,Co-branded,260842,234758
20251,VISA,Crédito,Híbrido,81188,62107
20251,Elo,Pré-Pago,Co-branded,2876,455
20251,MasterCard,Débito,Puro,73432487,11131606
20251,VISA,Crédito,Puro,10087134,6220591
20251,MasterCard,Crédito,Híbrido,6994472,2372103
20251,Elo,Pré-Pago,Puro,77341,71
20251,Outras,Débito,Puro,4113072,1667785
20251,MasterCard,Crédito,Co-branded,249248,9360
20251,American Express,Pré-Pago,Puro,39,10
20251,Elo,Pré-Pago,Co-branded,3154344,1815971
20251,Elo,Crédito,Puro,27029,15237
20251,Hipercard,Crédito,Puro,29432,10788
20251,VISA,Débito,Puro,6821894,3064798
20251,MasterCard,Crédito,Híbrido,4876668,4079376
20251,Elo,Crédito,Puro,2537231,1756480
20251,VISA,Crédito,Puro,683712,371268
20251,VISA,Crédito,Puro,9121671,6553463
20251,VISA,Crédito,Puro,24263875,13341754
20251,MasterCard,Crédito,Híbrido,41919,20173
20251,VISA,Crédito,Híbrido,6510747,1634635
20251,Elo,Pré-Pago,Puro,515248,14192
20251,VISA,Pré-Pago,Puro,90240629,17568747
20251,VISA,Pré-Pago,Puro,41,25
20251,VISA,Pré-Pago,Puro,1572029,168951
20251,American Express,Crédito,Co-branded,38172,30173
20251,American Express,Crédito,Puro,567,334
20251,VISA,Pré-Pago,Puro,24320182,6680001
20251,MasterCard,Débito,Co-branded,411347,108202
20251,Bandeira própria,Crédito,Híbrido,661818,283607
20251,VISA,Débito,Híbrido,441424,17793
20251,MasterCard,Débito,Puro,401600,269408
20251,VISA,Crédito,Co-branded,227,111
20251,VISA,Crédito,Híbrido,1409415,758134
20251,Elo,Crédito,Co-branded,1466990,628701
20251,MasterCard,Crédito,Puro,99632486,46150478
20251,MasterCard,Crédito,Híbrido,11450157,1967746
20251,American Express,Crédito,Puro,57624,43760
20251,MasterCard,Crédito,Co-branded,56818093,28653776
20251,VISA,Crédito,Co-branded,13734819,4084371
20251,VISA,Crédito,Puro,8400406,6304317
20251,MasterCard,Crédito,Puro,1123615,968830
20251,MasterCard,Pré-Pago,Puro,2291447,119107
20251,MasterCard,Crédito,Puro,8985147,6429072
20251,Elo,Crédito,Puro,150231,132507
20251,VISA,Crédito,Híbrido,673079,386043
20251,MasterCard,Pré-Pago,Puro,66352584,31086176
20251,Elo,Crédito,Híbrido,9988,6129
20251,Bandeira própria,Crédito,Co-branded,9568761,1640276
20251,MasterCard,Crédito,Co-branded,744677,588848
20251,MasterCard,Pré-Pago,Puro,3374057,150220
20251,Elo,Crédito,Puro,343243,314121
20251,American Express,Crédito,Co-branded,16512,11471
20251,MasterCard,Crédito,Co-branded,1095905,15265
20251,Elo,Débito,Puro,613577,512374
20251,MasterCard,Débito,Co-branded,175070,42503
20251,VISA,Crédito,Híbrido,4991621,172758
20251,MasterCard,Débito,Puro,2149650,346733
20251,Elo,Pré-Pago,Puro,6770,0
20251,VISA,Débito,Puro,1468947,882599
20251,VISA,Crédito,Co-branded,6309725,395721
20251,American Express,Crédito,Puro,33303,23931
20251,MasterCard,Crédito,Co-branded,1525690,1246544
20251,American Express,Crédito,Puro,32605,24741
20251,VISA,Débito,Puro,11116709,4896035
20251,MasterCard,Pré-Pago,Puro,4067021,1466760
20251,Bandeira própria,Pré-Pago,Puro,2175520,2083641
20251,Outras,Crédito,Puro,988982,399300
20251,Outras,Débito,Puro,107203,97416
20251,MasterCard,Crédito,Co-branded,5616854,1421675
20251,MasterCard,Débito,Puro,794362,299280
20251,VISA,Crédito,Puro,7973802,2444860
20251,Elo,Crédito,Puro,9602654,3699741
20251,Elo,Crédito,Puro,384722,302383
20251,Outras,Crédito,Puro,1058751,230786
20251,Bandeira própria,Crédito,Puro,7224372,2680197
